"","wage","educ","exper","fulltime","hrswk","nkids","age","married","female","insurance","private","mcaid","mcare","metro","northeast","midwest","south","west","white","black","asian"
"4016",15.5,12,20,1,40,1,35,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4017",16.5,13,41,1,40,0,57,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4018",43.28,16,23,1,40,2,42,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4019",12.5,14,39,1,40,0,56,0,0,1,1,0,0,1,0,0,0,1,0,1,0
"4020",9.25,12,41,1,40,0,56,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"4021",7.27,13,25,1,55,0,41,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"4022",11.85,13,48,1,35,0,64,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"4023",43.28,16,22,1,40,2,41,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4024",16.25,16,44,1,40,0,63,1,1,1,1,0,0,0,0,0,0,1,0,0,1
"4025",18.31,12,44,1,36,0,59,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"4026",17,13,35,1,40,2,51,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4027",6.25,12,6,0,15,1,21,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"4028",8.4,11,22,1,35,0,35,0,1,1,1,0,0,1,0,0,0,1,0,1,0
"4029",7.71,18,23,1,40,0,43,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4030",33.65,12,11,1,40,0,26,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"4031",18.06,16,11,1,36,0,30,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4032",9,14,33,1,40,0,51,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4033",26.45,12,19,1,50,1,34,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"4034",30,12,15,1,40,2,29,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4035",37.5,14,28,1,50,0,45,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4036",37.18,16,30,1,40,0,49,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"4037",19.23,12,28,1,40,0,43,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4038",10.53,13,17,1,40,0,33,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"4039",52.88,18,28,1,40,0,48,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4040",27.85,18,40,1,40,0,60,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"4041",14.81,12,32,1,40,0,47,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4042",8,12,7,1,35,1,22,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"4043",39.9,16,23,1,40,2,42,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4044",28,10,43,1,40,0,55,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"4045",22.6,21,10,1,40,1,31,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4046",16.63,13,22,1,40,0,38,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"4047",10,14,7,0,28,1,24,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4048",14,6,30,1,40,3,39,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"4049",21.75,12,23,1,40,1,38,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4050",18.3,12,31,1,40,1,46,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4051",15,16,6,0,40,0,25,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4052",6,12,47,0,32,0,62,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4053",18.23,12,26,1,40,2,41,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4054",5.25,16,11,0,40,2,30,1,1,1,1,1,0,0,0,1,0,0,1,0,0
"4055",53.75,16,38,1,60,0,57,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4056",9.29,16,28,1,35,1,47,1,1,0,0,0,0,1,1,0,0,0,1,0,0
"4057",14.43,12,12,1,40,0,27,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"4058",9.63,16,11,1,40,0,30,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4059",28.6,13,36,1,40,0,52,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4060",13.23,14,26,1,40,1,43,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4061",19,12,45,1,40,0,60,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"4062",14.43,12,22,1,40,2,37,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4063",25.95,12,41,1,40,0,56,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4064",16,13,42,1,40,0,58,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4065",45.68,16,15,1,35,1,34,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4066",63.36,18,9,1,44,2,29,1,0,1,1,0,0,1,0,0,1,0,0,0,1
"4067",6,12,10,0,20,0,25,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4068",34.6,16,44,1,60,0,63,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4069",8.2,12,26,1,40,1,41,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4070",7.33,12,7,1,40,0,22,0,1,0,0,0,0,1,0,0,0,1,0,1,0
"4071",18,16,23,0,25,3,42,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4072",11.67,14,14,1,35,0,32,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4073",18,16,38,1,40,0,57,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4074",13.5,14,4,1,40,2,22,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4075",10,13,56,0,0,0,72,1,0,1,1,0,1,0,0,1,0,0,1,0,0
"4076",15.25,12,39,1,40,0,54,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4077",15,13,30,1,40,2,46,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"4078",16.5,12,39,1,40,0,54,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4079",20.73,13,32,1,40,0,48,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4080",26.92,21,35,1,50,0,57,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4081",10.58,16,36,1,38,0,55,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"4082",9.8,13,12,1,40,0,28,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"4083",13.85,14,25,1,40,0,43,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4084",19.23,12,34,1,40,1,49,1,0,1,1,0,0,1,0,1,0,0,0,1,0
"4085",31.25,16,9,1,40,1,28,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4086",20,16,29,1,50,2,48,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4087",8.65,16,8,1,40,0,27,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4088",11.22,13,18,1,36,0,34,0,0,1,1,0,0,1,0,1,0,0,0,1,0
"4089",36.05,16,12,1,40,0,31,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4090",22,13,14,1,40,0,30,1,0,1,1,0,0,1,1,0,0,0,0,0,1
"4091",17,12,49,1,40,0,64,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4092",8.26,6,37,1,50,2,46,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"4093",35,18,10,1,40,1,30,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4094",3.33,16,39,0,15,0,58,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4095",16,14,10,1,40,0,28,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"4096",12.5,12,35,1,40,0,50,0,1,1,1,0,0,0,0,0,1,0,1,0,0
"4097",15.07,18,27,1,60,0,47,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4098",26.25,18,17,1,40,4,37,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4099",17.5,14,35,1,40,0,52,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4100",27.46,18,38,1,35,0,58,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4101",20.15,16,37,0,40,0,56,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4102",10,9,22,1,40,2,33,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"4103",7,12,32,0,24,0,47,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"4104",8.65,16,41,1,40,0,60,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4105",14.11,16,22,1,70,0,41,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4106",13,12,44,0,5,0,59,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4107",28.83,16,15,1,40,1,34,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4108",16.83,12,35,1,40,0,50,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4109",27,12,25,1,40,1,40,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"4110",32.96,21,37,1,70,0,59,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4111",19.25,13,7,1,40,1,23,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4112",16.65,14,40,1,40,0,57,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4113",10,14,5,1,20,1,23,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4114",20.1,12,32,1,60,0,47,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4115",34.42,16,19,1,50,2,38,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"4116",25,16,18,0,30,2,37,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4117",10,12,39,1,40,0,54,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4118",23.1,14,37,1,40,0,54,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"4119",11.3,13,34,0,40,1,50,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4120",38.45,14,19,1,40,0,37,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4121",12,13,27,1,40,0,43,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"4122",30,14,32,1,36,0,49,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4123",11,12,22,1,40,1,37,0,1,1,1,0,0,1,1,0,0,0,0,1,0
"4124",46.63,18,34,1,40,0,54,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4125",12.98,12,21,1,40,2,36,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"4126",15,12,30,1,40,0,45,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"4127",7.2,12,30,1,40,1,45,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"4128",14.45,13,25,1,40,0,41,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4129",26,18,36,1,37,0,56,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4130",9,12,12,1,40,1,27,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4131",8.5,12,17,1,32,2,32,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"4132",21.63,18,8,1,40,0,28,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4133",12.5,16,46,1,40,0,65,1,1,1,1,0,1,1,1,0,0,0,1,0,0
"4134",6.25,12,23,0,4,0,38,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"4135",37.04,13,38,1,40,0,54,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4136",16.35,6,53,1,40,0,62,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4137",17.05,12,49,1,40,0,64,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4138",15.5,16,6,1,40,0,25,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"4139",30,16,19,1,50,0,38,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4140",10.3,12,19,1,40,0,34,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"4141",8,12,32,1,40,0,47,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4142",10,12,41,0,20,0,56,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"4143",24.4,12,37,1,40,1,52,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4144",33.13,16,9,1,40,0,28,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4145",24.05,12,26,1,40,2,41,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4146",12,12,23,1,40,2,38,1,1,1,1,0,0,0,1,0,0,0,1,0,0
"4147",13.33,12,44,0,30,0,59,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4148",8,12,40,1,40,0,55,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4149",21.15,14,25,1,40,1,43,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4150",9,13,8,1,40,0,24,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4151",23.85,14,9,1,40,0,27,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4152",8.5,12,21,1,40,2,36,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"4153",12.9,18,9,1,40,0,29,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4154",25,14,36,1,50,2,53,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4155",14.53,13,15,1,40,2,31,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4156",24,16,13,1,55,3,32,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4157",10,12,40,1,40,0,55,0,1,1,1,0,0,1,0,0,1,0,0,1,0
"4158",25,13,9,1,40,2,25,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"4159",15,12,15,1,40,2,30,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"4160",12.5,12,10,1,40,0,25,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4161",12.88,14,35,1,40,0,52,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"4162",25.95,13,20,1,40,2,36,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4163",15.38,12,21,1,40,0,36,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"4164",27.5,13,10,1,40,0,26,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4165",14.4,13,35,1,40,0,51,0,0,1,1,1,0,1,1,0,0,0,1,0,0
"4166",17.5,12,39,1,40,0,54,1,0,1,1,0,0,0,0,0,1,0,1,0,0
"4167",19.77,13,32,1,48,0,48,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4168",16.83,16,29,1,40,1,48,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4169",35.58,16,15,1,40,0,34,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4170",18.35,12,33,1,40,0,48,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4171",13.33,13,34,0,18,0,50,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4172",17.5,13,6,1,40,1,22,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4173",14,13,8,1,52,0,24,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"4174",14.67,12,7,1,45,1,22,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"4175",19.23,12,20,1,40,2,35,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4176",8.4,12,54,0,10,0,69,1,1,1,0,0,1,0,0,0,1,0,1,0,0
"4177",8,9,17,1,40,2,28,1,0,1,0,1,0,1,0,0,0,1,1,0,0
"4178",18,12,36,1,48,0,51,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"4179",16,12,18,1,40,3,33,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4180",15,11,37,1,40,0,50,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4181",21.63,16,34,1,40,0,53,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4182",14,16,20,1,12,2,39,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4183",12.03,12,8,1,40,0,23,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4184",12,12,32,1,40,1,47,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4185",7.34,12,12,1,35,0,27,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"4186",12.6,12,47,1,40,0,62,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4187",13.58,12,27,1,40,2,42,1,0,1,0,1,0,0,0,1,0,0,1,0,0
"4188",48.08,16,15,1,40,1,34,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4189",32.13,14,29,1,40,2,47,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4190",10.45,12,32,1,40,0,47,1,1,1,1,0,0,1,0,0,0,1,0,0,1
"4191",13.45,12,30,1,40,1,45,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4192",12,13,35,1,40,0,51,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4193",13.5,14,8,1,40,0,26,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4194",10.5,12,9,1,40,1,24,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"4195",60.43,16,21,1,35,4,40,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4196",20.14,18,24,1,43,0,44,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"4197",8,12,36,1,40,0,51,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4198",22.86,16,25,1,40,0,44,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4199",16.25,14,28,1,40,0,46,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4200",12.88,12,26,1,40,2,41,0,1,1,1,0,0,0,0,1,0,0,1,0,0
"4201",26.56,18,17,1,32,0,37,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4202",22.76,16,15,1,38,0,34,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4203",30,12,35,1,50,0,50,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4204",9.5,13,11,1,45,3,27,1,1,1,1,0,0,1,0,1,0,0,0,0,1
"4205",14.42,12,50,1,42,0,65,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4206",31.92,13,38,1,50,0,54,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4207",10.95,12,44,1,40,0,59,1,0,1,1,0,0,0,1,0,0,0,1,0,0
"4208",18.45,12,40,1,40,0,55,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4209",19.23,18,37,1,40,0,57,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4210",18,14,10,1,40,0,28,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4211",12,16,20,1,50,2,39,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"4212",26.55,18,36,1,40,0,56,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4213",10.35,12,6,1,40,0,21,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4214",11.43,12,28,1,40,1,43,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"4215",14.43,13,41,1,40,1,57,1,1,1,1,0,0,1,0,0,1,0,0,1,0
"4216",7.25,9,11,0,32,4,22,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"4217",15.87,16,10,1,45,0,29,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4218",12,13,22,0,30,0,38,0,1,1,0,1,0,1,0,0,0,1,1,0,0
"4219",21.63,18,8,1,40,0,28,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4220",12.38,18,35,1,40,0,55,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4221",46.71,21,33,1,35,1,54,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4222",22.1,16,33,1,40,0,52,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4223",32.97,13,46,1,35,0,62,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4224",6.94,13,26,0,0,0,42,1,1,0,0,0,0,0,0,0,0,1,1,0,0
"4225",12.5,13,12,1,40,0,28,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4226",15,13,11,1,40,5,27,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4227",18.5,12,29,1,40,0,44,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4228",16.55,12,22,1,40,0,37,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"4229",16.7,12,34,1,50,1,49,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4230",8,16,35,0,35,0,54,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4231",37.5,16,20,1,40,2,39,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4232",33.05,12,45,1,40,0,60,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4233",18.37,14,37,1,52,0,54,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4234",10,12,14,1,40,0,29,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4235",9,16,38,1,0,0,57,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"4236",25.6,16,13,1,48,1,32,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"4237",48.08,16,46,1,60,0,65,1,0,1,1,0,0,1,0,0,0,1,0,0,1
"4238",10,16,27,1,40,2,46,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"4239",41.96,16,9,1,55,0,28,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4240",19.5,13,40,1,40,0,56,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4241",21.25,18,16,1,40,2,36,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4242",10,12,35,1,40,0,50,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"4243",24.05,13,18,1,40,2,34,1,1,1,1,0,0,0,0,0,1,0,1,0,0
"4244",16.83,13,43,1,40,0,59,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4245",14.9,13,28,1,42,0,44,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4246",39.73,16,22,1,40,0,41,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4247",17,16,7,1,37,0,26,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4248",31.25,16,14,1,40,0,33,0,1,1,1,0,0,1,0,0,0,1,0,0,1
"4249",36.05,18,20,1,40,0,40,0,1,1,1,0,0,1,1,0,0,0,0,0,1
"4250",15,16,32,0,32,0,51,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4251",28.46,16,12,1,55,1,31,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4252",27.4,16,38,1,40,0,57,1,0,1,1,0,0,1,0,0,1,0,0,1,0
"4253",17.68,13,36,1,50,0,52,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4254",16.33,16,7,0,30,0,26,0,1,1,1,0,0,0,1,0,0,0,1,0,0
"4255",19.23,16,30,1,40,0,49,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4256",12.5,14,19,1,40,0,36,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"4257",41.33,12,46,1,40,0,61,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4258",37.03,16,33,1,40,0,52,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4259",6.67,12,34,0,15,0,49,1,1,0,0,0,0,1,0,1,0,0,1,0,0
"4260",41.03,16,40,0,30,0,59,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4261",10,13,11,1,45,0,27,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4262",15.68,16,29,1,40,1,48,1,1,1,1,0,0,1,0,0,0,1,0,1,0
"4263",40.43,16,9,1,47,0,28,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4264",12.5,13,39,1,40,0,55,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4265",19.23,16,5,1,0,0,24,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4266",28,21,32,1,40,0,53,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4267",11,12,16,1,50,1,31,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"4268",13.85,13,6,1,55,0,22,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4269",35.25,13,32,1,60,0,48,0,0,1,1,0,0,1,0,0,1,0,1,0,0
"4270",15,14,28,1,40,0,45,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4271",19.24,16,43,1,50,0,62,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4272",14.6,16,39,0,40,0,58,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4273",8.18,6,20,1,40,0,29,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"4274",29.04,14,43,1,35,0,60,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4275",10.25,12,16,1,40,0,31,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"4276",10.5,8,26,1,40,1,36,1,0,1,1,0,0,1,0,1,0,0,1,0,0
"4277",8.6,13,6,0,30,0,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4278",8,12,7,1,40,0,22,0,1,1,1,0,0,1,0,1,0,0,1,0,0
"4279",8,14,30,1,20,3,48,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"4280",21.63,12,45,1,40,0,60,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"4281",10.1,10,21,1,40,3,33,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"4282",10,12,21,1,40,2,36,0,1,1,1,0,0,1,1,0,0,0,1,0,0
"4283",10,8,41,1,40,0,51,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"4284",16.35,12,30,1,40,1,45,1,1,1,1,0,0,1,0,0,0,1,1,0,0
"4285",37.51,18,30,1,40,0,50,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4286",18.45,16,20,0,20,2,39,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4287",12.4,12,25,1,40,1,40,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4288",62.5,21,38,1,40,0,59,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4289",6.98,12,29,1,40,1,44,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4290",19.24,16,12,1,50,1,31,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4291",21.63,16,10,1,40,0,29,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4292",11.25,13,28,1,40,0,44,0,1,1,1,0,0,1,0,0,1,0,1,0,0
"4293",15.5,14,42,1,40,0,60,0,0,1,1,0,0,1,1,0,0,0,1,0,0
"4294",8,12,8,1,0,2,23,1,1,1,1,0,0,0,0,0,0,1,1,0,0
"4295",38.08,14,28,1,60,0,46,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4296",11.9,12,20,1,52,2,35,0,1,1,1,0,0,1,0,0,0,1,1,0,0
"4297",34.6,21,21,1,60,0,42,0,0,1,1,0,0,1,0,0,1,0,0,1,0
"4298",24.03,13,24,1,40,2,40,1,0,1,1,0,0,1,0,1,0,0,0,0,1
"4299",14.43,12,11,1,40,0,26,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"4300",19.7,14,15,1,40,2,33,1,0,1,1,0,0,1,0,0,1,0,1,0,0
"4301",26.25,13,40,1,40,0,56,1,1,1,1,0,0,1,0,1,0,0,1,0,0
"4302",8.33,13,7,0,30,0,23,0,0,1,1,0,0,1,0,1,0,0,1,0,0
"4303",48.08,16,17,1,50,0,36,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4304",57.7,16,20,1,40,2,39,1,0,1,1,0,0,1,1,0,0,0,1,0,0
"4305",32.7,18,35,1,35,0,55,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"4306",20.2,13,18,1,40,1,34,1,1,1,1,0,0,1,0,0,1,0,1,0,0
"4307",10.5,12,33,0,20,0,48,1,1,1,1,0,0,1,1,0,0,0,1,0,0
"4308",11.55,9,43,0,35,0,54,1,0,1,1,0,0,0,0,0,1,0,1,0,0
